Company,Link,Status,Error
Walmart,"https://www.walmart.com
",ok,-
Amazon,"https://www.amazon.com
",ok,-
Sgcc,"https://www.sgcc.com.cn
",error,Timeout Error
Cnpc,"https://www.cnpc.com.cn
",ok,-
Sinopec,"https://www.sinopec.com
",error,Timeout Error
Aramco,"https://www.aramco.com
",ok,-
Apple,"https://www.apple.com
",ok,-
Volkswagenag,"https://www.volkswagenag.com
",ok,-
Cscec,"https://www.cscec.com
",error,Timeout Error
Cvshealth,"https://www.cvshealth.com
",ok,-
Unitedhealthgroup,"https://www.unitedhealthgroup.com
",ok,-
Exxonmobil,"https://www.exxonmobil.com
",ok,-
Global,"https://www.global.toyota/en/
",ok,-
Berkshirehathaway,"https://www.berkshirehathaway.com
",ok,-
Shell,"https://www.shell.com
",ok,-
Mckesson,"https://www.mckesson.com
",ok,-
Abc,"https://www.abc.xyz
",ok,-
Samsung,"https://www.samsung.com
",ok,-
Trafigura,"https://www.trafigura.com
",ok,-
Foxconn,"https://www.foxconn.com
",ok,-
Amerisourcebergen,"https://www.amerisourcebergen.com
",ok,-
Icbc-ltd,"https://www.icbc-ltd.com
",ok,-
Glencore,"https://www.glencore.com
",ok,-
Ccb,"https://www.ccb.com
",error,Timeout Error
Group,"https://www.group.pingan.com
",ok,-
Costco,"https://www.costco.com
",ok,-
Totalenergies,"https://www.totalenergies.com
",ok,-
Abchina,"https://www.abchina.com
",ok,-
Stellantis,"https://www.stellantis.com
",ok,-
Cigna,"https://www.cigna.com
",ok,-
Sinochem,"https://www.sinochem.com
",error,Timeout Error
Att,"https://www.att.com
",ok,-
Microsoft,"https://www.microsoft.com
",ok,-
Crecg,"https://www.crecg.com
",error,Timeout Error
Bp,"https://www.bp.com
",ok,-
Cardinalhealth,"https://www.cardinalhealth.com
",ok,-
Chevron,"https://www.chevron.com
",ok,-
Crcc,"https://www.crcc.cn
",error,Timeout Error
Chinalife,"https://www.chinalife.com.cn
",ok,-
Mitsubishicorp,"https://www.mitsubishicorp.com
",ok,-
Boc,"https://www.boc.cn
",ok,-
Homedepot,"https://www.homedepot.com
",ok,-
Baowugroup,"https://www.baowugroup.com
",error,Timeout Error
Walgreensbootsalliance,"https://www.walgreensbootsalliance.com
",ok,-
Jd,"https://www.jd.com
",ok,-
Allianz,"https://www.allianz.com
",ok,-
Axa,"https://www.axa.com
",ok,-
Marathonpetroleum,"https://www.marathonpetroleum.com
",ok,-
Elevancehealth,"https://www.elevancehealth.com
",ok,-
Thekrogerco,"https://www.thekrogerco.com
",ok,-
Gazprom,"https://www.gazprom.com
",error,Timeout Error
Ford,"https://www.ford.com
",ok,-
Verizon,"https://www.verizon.com
",ok,-
Alibabagroup,"https://www.alibabagroup.com
",error,Timeout Error
Fortum,"https://www.fortum.com
",ok,-
10086,"https://www.10086.cn
",error,Timeout Error
Minmetals,"https://www.minmetals.com
",ok,-
Bmwgroup,"https://www.bmwgroup.com
",ok,-
Ccccltd,"https://www.ccccltd.cn
",error,Timeout Error
Global,"https://www.global.honda/
",ok,-
Telekom,"https://www.telekom.com
",ok,-
Jpmorganchase,"https://www.jpmorganchase.com
",ok,-
Gm,"https://www.gm.com
",ok,-
Cnooc,"https://www.cnooc.com.cn
",ok,-
Centene,"https://www.centene.com
",ok,-
Lukoil,"https://www.lukoil.com
",ok,-
Saicmotor,"https://www.saicmotor.com
",ok,-
Shandong-energy,"https://www.shandong-energy.com
",error,Timeout Error
Crc,"https://www.crc.com.hk
",error,Timeout Error
Fb,"https://www.fb.com
",ok,-
Generali,"https://www.generali.com
",ok,-
Comcastcorporation,"https://www.comcastcorporation.com
",ok,-
Phillips66,"https://www.phillips66.com
",ok,-
Hengli,"https://www.hengli.com
",error,Timeout Error
Amer,"https://www.amer.com.cn
",ok,-
Chinacdc,"https://www.chinacdc.com
",error,Timeout Error
Itochu,"https://www.itochu.co.jp
",ok,-
Faw,"https://www.faw.com.cn
",error,Timeout Error
Sinopharm,"https://www.sinopharm.com
",error,Timeout Error
Chinapost,"https://www.chinapost.com.cn
",error,Timeout Error
Valero,"https://www.valero.com
",ok,-
Group,"https://www.group.ntt
",ok,-
Credit-agricole,"https://www.credit-agricole.com
",ok,-
Ceic,"https://www.ceic.com
",ok,-
Delltechnologies,"https://www.delltechnologies.com
",ok,-
Target,"https://www.target.com
",ok,-
Mitsui,"https://www.mitsui.com
",ok,-
Csg,"https://www.csg.cn
",error,Timeout Error
Enel,"https://www.enel.com
",ok,-
Cofco,"https://www.cofco.com
",ok,-
Fanniemae,"https://www.fanniemae.com
",ok,-
Japanpost,"https://www.japanpost.jp
",ok,-
Edf,"https://www.edf.fr
",ok,-
Huawei,"https://www.huawei.com
",ok,-
Ups,"https://www.ups.com
",ok,-
Licindia,"https://www.licindia.in
",ok,-
Dpdhl,"https://www.dpdhl.com
",ok,-
Powerchina,"https://www.powerchina.cn
",error,Timeout Error
Lowes,"https://www.lowes.com
",ok,-
Group,"https://www.group.citic
",ok,-
Nestle,"https://www.nestle.com
",ok,-
Ril,"https://www.ril.com
",ok,-
Bankofamerica,"https://www.bankofamerica.com
",ok,-
Itgholding,"https://www.itgholding.com.cn
",error,Timeout Error
Jnj,"https://www.jnj.com
",ok,-
Bosch,"https://www.bosch.com
",ok,-
Basf,"https://www.basf.com
",ok,-
Picc,"https://www.picc.com.cn
",ok,-
Eni,"https://www.eni.com
",ok,-
Eon,"https://www.eon.com
",ok,-
Hitachi,"https://www.hitachi.com
",ok,-
Equinor,"https://www.equinor.com
",ok,-
Aholddelhaize,"https://www.aholddelhaize.com
",ok,-
Sony,"https://www.sony.net
",ok,-
Sk,"https://www.sk.co.kr
",ok,-
Rosneft,"https://www.rosneft.com
",ok,-
Carrefour,"https://www.carrefour.com
",ok,-
Wzgroup,"https://www.wzgroup.cn
",ok,-
Tencent,"https://www.tencent.com
",ok,-
Dfmc,"https://www.dfmc.com.cn
",ok,-
Group,"https://www.group.bnpparibas
",ok,-
Adm,"https://www.adm.com
",ok,-
Ldjt,"https://www.ldjt.com.cn
",ok,-
Tescoplc,"https://www.tescoplc.com
",ok,-
Coscoshipping,"https://www.coscoshipping.com
",ok,-
Petrobras,"https://www.petrobras.com.br
",ok,-
Fedex,"https://www.fedex.com
",ok,-
Engie,"https://www.engie.com
",ok,-
Chinatelecom,"https://www.chinatelecom.com.cn
",ok,-
Humana,"https://www.humana.com
",ok,-
Munichre,"https://www.munichre.com
",error,Timeout Error
Wellsfargo,"https://www.wellsfargo.com
",ok,-
Statefarm,"https://www.statefarm.com
",ok,-
Norincogroup,"https://www.norincogroup.com.cn
",error,Timeout Error
Pfizer,"https://www.pfizer.com
",ok,-
Countrygarden,"https://www.countrygarden.com.cn
",ok,-
Chinalco,"https://www.chinalco.com.cn
",ok,-
Hd,"https://www.hd.eneos.co.jp
",ok,-
Citigroup,"https://www.citigroup.com
",ok,-
Iocl,"https://www.iocl.com
",ok,-
Pepsico,"https://www.pepsico.com
",ok,-
Avic,"https://www.avic.com
",ok,-
Intel,"https://www.intel.com
",ok,-
Santander,"https://www.santander.com
",ok,-
7andi,"https://www.7andi.com
",ok,-
Aeon,"https://www.aeon.info
",ok,-
Hsbc,"https://www.hsbc.com
",ok,-
Cpcg,"https://www.cpcg.com.cn
",error,Timeout Error
Usps,"https://www.usps.com
",ok,-
Cmhk,"https://www.cmhk.com
",error,Timeout Error
Arcelormittal,"https://www.arcelormittal.com
",error,Timeout Error
Pg,"https://www.pg.com
",ok,-
Bankcomm,"https://www.bankcomm.com
",ok,-
Dior-finance,"https://www.dior-finance.com
",ok,-
Marubeni,"https://www.marubeni.com
",ok,-
Brookfield,"https://www.brookfield.com
",ok,-
Siemens,"https://www.siemens.com
",ok,-
Xiangyu-group,"https://www.xiangyu-group.com
",ok,-
Nissan-global,"https://www.nissan-global.com
",ok,-
Baicgroup,"https://www.baicgroup.com.cn
",error,Timeout Error
Dtcoalmine,"https://www.dtcoalmine.com
",error,Timeout Error
Nissay,"https://www.nissay.co.jp
",error,Timeout Error
Ge,"https://www.ge.com
",ok,-
Pemex,"https://www.pemex.com
",ok,-
Dai-ichi-life-hd,"https://www.dai-ichi-life-hd.com
",ok,-
Ibm,"https://www.ibm.com
",ok,-
Roche,"https://www.roche.com
",ok,-
Albertsonscompanies,"https://www.albertsonscompanies.com
",ok,-
Lenovo,"https://www.lenovo.com
",ok,-
Toyota-tsusho,"https://www.toyota-tsusho.com
",ok,-
Metlife,"https://www.metlife.com
",ok,-
Cmbchina,"https://www.cmbchina.com
",ok,-
Prudential,"https://www.prudential.com
",ok,-
Jxcc,"https://www.jxcc.com
",error,Timeout Error
Pttplc,"https://www.pttplc.com
",ok,-
Vanke,"https://www.vanke.com
",ok,-
Zurich,"https://www.zurich.com
",ok,-
Rong-sheng,"https://www.rong-sheng.com
",error,Timeout Error
Poly,"https://www.poly.com.cn
",error,Timeout Error
Cpic,"https://www.cpic.com.cn
",error,Timeout Error
Thewaltdisneycompany,"https://www.thewaltdisneycompany.com
",ok,-
Energytransfer,"https://www.energytransfer.com
",ok,-
Lockheedmartin,"https://www.lockheedmartin.com
",ok,-
Gac,"https://www.gac.com.cn
",error,Timeout Error
Lg,"https://www.lg.com
",ok,-
Posco,"https://www.posco.com
",ok,-
Hbisco,"https://www.hbisco.com
",ok,-
Ongcindia,"https://www.ongcindia.com
",error,Timeout Error
Freddiemac,"https://www.freddiemac.com
",error,Timeout Error
Wilmar-international,"https://www.wilmar-international.com
",ok,-
Holdings,"https://www.holdings.panasonic/global
",error,Timeout Error
Goldmansachs,"https://www.goldmansachs.com
",ok,-
Cnbm,"https://www.cnbm.com.cn
",ok,-
Rtx,"https://www.rtx.com
",ok,-
Aviva,"https://www.aviva.com
",ok,-
Weiqiaocy,"https://www.weiqiaocy.com
",ok,-
Aegon,"https://www.aegon.com
",ok,-
Riotinto,"https://www.riotinto.com
",ok,-
Hp,"https://www.hp.com
",ok,-
Legalandgeneralgroup,"https://www.legalandgeneralgroup.com
",ok,-
Boeing,"https://www.boeing.com
",ok,-
Unilever,"https://www.unilever.com
",ok,-
Maersk,"https://www.maersk.com
",error,Timeout Error
Airbus,"https://www.airbus.com
",ok,-
Cib,"https://www.cib.com.cn
",ok,-
Shccig,"https://www.shccig.com
",error,Timeout Error
Ebchina,"https://www.ebchina.com
",error,Timeout Error
Morganstanley,"https://www.morganstanley.com
",error,Timeout Error
Kia,"https://www.kia.com
",ok,-
Bhp,"https://www.bhp.com
",ok,-
Nipponsteel,"https://www.nipponsteel.com
",ok,-
Chng,"https://www.chng.com.cn
",ok,-
Petronas,"https://www.petronas.com
",ok,-
Ansteel,"https://www.ansteel.cn
",error,Timeout Error
Vinci,"https://www.vinci.com
",ok,-
Bunge,"https://www.bunge.com
",ok,-
Societegenerale,"https://www.societegenerale.com
",ok,-
Hcahealthcare,"https://www.hcahealthcare.com
",ok,-
Lloydsbankinggroup,"https://www.lloydsbankinggroup.com
",ok,-
Pertamina,"https://www.pertamina.com
",error,Timeout Error
Sinomach,"https://www.sinomach.com.cn
",ok,-
Tsmc,"https://www.tsmc.com
",ok,-
Spdb,"https://www.spdb.com.cn
",error,Timeout Error
Abbvie,"https://www.abbvie.com
",ok,-
Cma-cgm,"https://www.cma-cgm.com
",ok,-
Zgh,"https://www.zgh.com
",ok,-
Deutschebahn,"https://www.deutschebahn.com
",ok,-
Vale,"https://www.vale.com
",ok,-
Powercorporation,"https://www.powercorporation.com
",ok,-
Cetc,"https://www.cetc.com.cn
",error,Timeout Error
Group,"https://www.group.softbank/en/
",ok,-
Dow,"https://www.dow.com
",ok,-
Sbi,"https://www.sbi.co.in
",ok,-
Tssgroup,"https://www.tssgroup.com.cn
",error,Timeout Error
Ab-inbev,"https://www.ab-inbev.com
",ok,-
Mufg,"https://www.mufg.jp
",ok,-
Shenghonggroup,"https://www.shenghonggroup.cn
",error,Timeout Error
Tesla,"https://www.tesla.com
",ok,-
Cssc,"https://www.cssc.net.cn
",ok,-
Talanx,"https://www.talanx.com
",ok,-
Midea-group,"https://www.midea-group.com
",ok,-
Allstate,"https://www.allstate.com
",ok,-
Vodafone,"https://www.vodafone.com
",ok,-
Novartis,"https://www.novartis.com
",ok,-
Kepco,"https://www.kepco.co.kr
",ok,-
Idemitsu,"https://www.idemitsu.com
",error,Timeout Error
Repsol,"https://www.repsol.com
",ok,-
Saint-gobain,"https://www.saint-gobain.com
",ok,-
Tokiomarinehd,"https://www.tokiomarinehd.com
",ok,-
Bayer,"https://www.bayer.com
",ok,-
Aig,"https://www.aig.com
",ok,-
Verbund,"https://www.verbund.edeka
",ok,-
Sxycpc,"https://www.sxycpc.com
",error,Timeout Error
Investors,"https://www.investors.bestbuy.com
",ok,-
Charter,"https://www.charter.com
",ok,-
Spic,"https://www.spic.com.cn
",error,Timeout Error
Sysco,"https://www.sysco.com
",ok,-
Merck,"https://www.merck.com
",ok,-
Newyorklife,"https://www.newyorklife.com
",ok,-
Hengyi,"https://www.hengyi.com
",error,Timeout Error
Caterpillar,"https://www.caterpillar.com
",error,Timeout Error
Mi,"https://www.mi.com/global
",ok,-
Chinaunicom-a,"https://www.chinaunicom-a.com
",ok,-
Accenture,"https://www.accenture.com
",ok,-
Ceec,"https://www.ceec.net.cn
",error,Timeout Error
Sberbank,"https://www.sberbank.ru
",ok,-
Orange,"https://www.orange.com
",ok,-
Woolworthsgroup,"https://www.woolworthsgroup.com.au
",ok,-
Cmbc,"https://www.cmbc.com.cn
",ok,-
Cisco,"https://www.cisco.com
",ok,-
Americamovil,"https://www.americamovil.com
",ok,-
Ldc,"https://www.ldc.com
",ok,-
Manulife,"https://www.manulife.com
",ok,-
Denso,"https://www.denso.com/global
",error,Timeout Error
Sumitomocorp,"https://www.sumitomocorp.com
",ok,-
Tjx,"https://www.tjx.com
",ok,-
Kddi,"https://www.kddi.com
",ok,-
Groupebpce,"https://www.groupebpce.com
",ok,-
Publix,"https://www.publix.com
",ok,-
Conocophillips,"https://www.conocophillips.com
",ok,-
Libertymutual,"https://www.libertymutual.com
",ok,-
Progressive,"https://www.progressive.com
",ok,-
Ingka,"https://www.ingka.com
",ok,-
Aia,"https://www.aia.com
",ok,-
Nationwide,"https://www.nationwide.com
",ok,-
Tepco,"https://www.tepco.co.jp
",ok,-
Shasteel,"https://www.shasteel.cn
",error,Timeout Error
Tysonfoods,"https://www.tysonfoods.com
",ok,-
Exor,"https://www.exor.com
",ok,-
Gsk,"https://www.gsk.com
",ok,-
Bharatpetroleum,"https://www.bharatpetroleum.in
",ok,-
Swissre,"https://www.swissre.com
",ok,-
Chinacoal,"https://www.chinacoal.com
",error,Timeout Error
Group,"https://www.group.intesasanpaolo.com
",ok,-
Ss-ceo,"https://www.ss-ceo.com
",error,Timeout Error
Telefonica,"https://www.telefonica.com
",ok,-
Bms,"https://www.bms.com
",ok,-
Cncico,"https://www.cncico.com
",error,Timeout Error
Sanofi,"https://www.sanofi.com
",ok,-
Iberdrola,"https://www.iberdrola.com
",ok,-
Lyondellbasell,"https://www.lyondellbasell.com
",ok,-
Hanwhacorp,"https://www.hanwhacorp.co.kr
",ok,-
Rbc,"https://www.rbc.com
",ok,-
Ms-ad-hd,"https://www.ms-ad-hd.com
",ok,-
Zf,"https://www.zf.com
",ok,-
Pegatroncorp,"https://www.pegatroncorp.com
",error,Timeout Error
Continental,"https://www.continental.com
",ok,-
Nike,"https://www.nike.com
",ok,-
Bouygues,"https://www.bouygues.com
",ok,-
Csgc,"https://www.csgc.com.cn
",ok,-
Fresenius,"https://www.fresenius.com
",ok,-
Compal,"https://www.compal.com
",ok,-
Deere,"https://www.deere.com
",ok,-
Weston,"https://www.weston.ca
",ok,-
Americanexpress,"https://www.americanexpress.com
",ok,-
Scg,"https://www.scg.com.cn
",ok,-
Spacechina,"https://www.spacechina.com
",error,Timeout Error
Volvogroup,"https://www.volvogroup.com
",ok,-
Cec,"https://www.cec.com.cn
",ok,-
Abbott,"https://www.abbott.com
",ok,-
Chd,"https://www.chd.com.cn
",error,Timeout Error
Stonex,"https://www.stonex.com
",ok,-
Shougang,"https://www.shougang.com.cn
",ok,-
Plains,"https://www.plains.com
",ok,-
Omv,"https://www.omv.com
",ok,-
Angloamerican,"https://www.angloamerican.com
",ok,-
Shansteelgroup,"https://www.shansteelgroup.com
",error,Timeout Error
Itau,"https://www.itau.com.br
",ok,-
Cntaiping,"https://www.cntaiping.com
",ok,-
Sncf,"https://www.sncf.com
",ok,-
Hzsteel,"https://www.hzsteel.com
",error,Timeout Error
Dzbank,"https://www.dzbank.com
",ok,-
Chubb,"https://www.chubb.com
",ok,-
Jnmc,"https://www.jnmc.com
",error,Timeout Error
Groupelaposte,"https://www.groupelaposte.com
",ok,-
Casic,"https://www.casic.com.cn
",error,Timeout Error
About,"https://www.about.sainsburys.co.uk
",ok,-
Enterpriseproducts,"https://www.enterpriseproducts.com
",ok,-
Thyssenkrupp,"https://www.thyssenkrupp.com
",ok,-
Ubs,"https://www.ubs.com
",ok,-
Taikang,"https://www.taikang.com
",ok,-
Tiaa,"https://www.tiaa.org
",ok,-
Oracle,"https://www.oracle.com
",ok,-
Quantatw,"https://www.quantatw.com
",ok,-
Db,"https://www.db.com
",ok,-
Mitsubishielectric,"https://www.mitsubishielectric.com
",ok,-
Bbva,"https://www.bbva.com
",ok,-
Chinaconch,"https://www.chinaconch.com
",ok,-
Daiwahouse,"https://www.daiwahouse.co.jp
",ok,-
Thermofisher,"https://www.thermofisher.com
",ok,-
Newhopegroup,"https://www.newhopegroup.com
",error,Timeout Error
Koc,"https://www.koc.com.tr
",error,Timeout Error
Jfe-holdings,"https://www.jfe-holdings.co.jp
",ok,-
Coca-colacompany,"https://www.coca-colacompany.com
",ok,-
Gzmcg,"https://www.gzmcg.com
",error,Timeout Error
Gd,"https://www.gd.com
",ok,-
Chsinc,"https://www.chsinc.com
",ok,-
Ejianlong,"https://www.ejianlong.com
",ok,-
Cnnc,"https://www.cnnc.com.cn
",ok,-
Grupoacs,"https://www.grupoacs.com
",ok,-
Td,"https://www.td.com
",ok,-
Loreal,"https://www.loreal.com
",ok,-
Enbw,"https://www.enbw.com
",ok,-
Lgchem,"https://www.lgchem.co.kr
",ok,-
Tatamotors,"https://www.tatamotors.com
",ok,-
Groupe-elo,"https://www.groupe-elo.com
",ok,-
Sihc,"https://www.sihc.com.cn/en
",ok,-
Skhynix,"https://www.skhynix.com
",ok,-
Home,"https://www.home.barclays
",ok,-
Enbridge,"https://www.enbridge.com
",error,Timeout Error
Cathayholdings,"https://www.cathayholdings.com
",ok,-
Meijiyasuda,"https://www.meijiyasuda.co.jp
",ok,-
Posteitaliane,"https://www.posteitaliane.it
",ok,-
Usaa,"https://www.usaa.com
",ok,-
Finatis,"https://www.finatis.fr
",ok,-
Astrazeneca,"https://www.astrazeneca.com
",ok,-
Kbfg,"https://www.kbfg.com
",error,Timeout Error
Sompo-hd,"https://www.sompo-hd.com
",ok,-
Cenovus,"https://www.cenovus.com
",error,Timeout Error
Crrcgc,"https://www.crrcgc.cc
",error,Timeout Error
Hbjyjt,"https://www.hbjyjt.com
",error,Timeout Error
Northwesternmutual,"https://www.northwesternmutual.com
",ok,-
Smfg,"https://www.smfg.co.jp
",ok,-
Nucor,"https://www.nucor.com
",ok,-
Mobis,"https://www.mobis.co.kr
",error,Timeout Error
Exeloncorp,"https://www.exeloncorp.com
",ok,-
Magna,"https://www.magna.com
",ok,-
Ckh,"https://www.ckh.com.hk
",ok,-
Phoenixgroup,"https://www.phoenixgroup.eu
",ok,-
Massmutual,"https://www.massmutual.com
",ok,-
Kuehne-nagel,"https://www.kuehne-nagel.com
",ok,-
Jardines,"https://www.jardines.com
",ok,-
Raizen,"https://www.raizen.com.br
",ok,-
Northropgrumman,"https://www.northropgrumman.com
",ok,-
Tnmg,"https://www.tnmg.com.cn
",ok,-
Mitsubishichem-hd,"https://www.mitsubishichem-hd.co.jp
",ok,-
3m,"https://www.3m.com
",ok,-
Bat,"https://www.bat.com
",ok,-
Mizuhogroup,"https://www.mizuhogroup.com
",ok,-
Haier,"https://www.haier.net/en
",error,Timeout Error
Olamgroup,"https://www.olamgroup.com
",ok,-
Zjky,"https://www.zjky.cn
",error,Timeout Error
Heraeus,"https://www.heraeus.com
",ok,-
Aisin,"https://www.aisin.com
",error,Timeout Error
Travelers,"https://www.travelers.com
",ok,-
China-cdt,"https://www.china-cdt.com
",error,Timeout Error
Longfor,"https://www.longfor.com
",ok,-
Shudaojt,"https://www.shudaojt.com
",error,Timeout Error
Cnaf,"https://www.cnaf.com
",ok,-
Arrow,"https://www.arrow.com
",ok,-
Newchinalife,"https://www.newchinalife.com
",ok,-
Honeywell,"https://www.honeywell.com
",ok,-
Mhi,"https://www.mhi.com
",ok,-
Dollargeneral,"https://www.dollargeneral.com
",ok,-
Se,"https://www.se.com
",ok,-
Chinavalin,"https://www.chinavalin.com
",ok,-
Chinaluan,"https://www.chinaluan.com
",error,Timeout Error
Siemens-energy,"https://www.siemens-energy.com
",ok,-
Orlen,"https://www.orlen.pl
",ok,-
Ing,"https://www.ing.com
",ok,-
Thephoenixgroup,"https://www.thephoenixgroup.com
",ok,-
Veolia,"https://www.veolia.com
",ok,-
Coop,"https://www.coop.ch
",ok,-
Qualcomm,"https://www.qualcomm.com
",ok,-
Sphchina,"https://www.sphchina.com
",ok,-
Sxcc,"https://www.sxcc.com.cn
",ok,-
Carmax,"https://www.carmax.com
",ok,-
Sap,"https://www.sap.com
",ok,-
Tatasteel,"https://www.tatasteel.com
",ok,-
Byd,"https://www.byd.com
",error,Timeout Error
Rajeshindia,"https://www.rajeshindia.com
",error,Timeout Error
Inditex,"https://www.inditex.com
",ok,-
Bradesco,"https://www.bradesco.com.br
",ok,-
Fubon,"https://www.fubon.com
",ok,-
Sf-express,"https://www.sf-express.com
",ok,-
Sumitomolife,"https://www.sumitomolife.co.jp
",error,Timeout Error
Capitalone,"https://www.capitalone.com
",ok,-
Global,"https://www.global.canon
",ok,-
Gig,"https://www.gig.cn
",ok,-
Fujitsu,"https://www.fujitsu.com
",ok,-
Cnyig,"https://www.cnyig.com/en
",error,Timeout Error
Takeda,"https://www.takeda.com
",ok,-
Globalsuzuki,"https://www.globalsuzuki.com
",error,Timeout Error
Migros,"https://www.migros.ch
",ok,-
Tdsynnex,"https://www.tdsynnex.com
",ok,-
Weichaipower,"https://www.weichaipower.com
",ok,-
Guanghui,"https://www.guanghui.com
",error,Timeout Error
Pmi,"https://www.pmi.com
",ok,-
Wfscorp,"https://www.wfscorp.com
",ok,-
Scotiabank,"https://www.scotiabank.com
",ok,-
Suncor,"https://www.suncor.com
",ok,-
Sdhsg,"https://www.sdhsg.com
",error,Timeout Error
Hailiang,"https://www.hailiang.com
",ok,-
Crh,"https://www.crh.com
",ok,-
Investorab,"https://www.investorab.com
",ok,-
Wistron,"https://www.wistron.com
",ok,-
Linde,"https://www.linde.com
",ok,-
Samsunglife,"https://www.samsunglife.com
",ok,-
Bb,"https://www.bb.com.br
",ok,-
Cdxctz,"https://www.cdxctz.com
",ok,-
Gpc,"https://www.gpc.com.cn
",ok,-
Pfgc,"https://www.pfgc.com
",ok,-
Shanghaidelong,"https://www.shanghaidelong.com
",ok,-
Gscaltex,"https://www.gscaltex.com
",ok,-
Mercadona,"https://www.mercadona.es
",ok,-
Cj,"https://www.cj.net
",error,Timeout Error
Medtronic,"https://www.medtronic.com
",ok,-
Samsungcnt,"https://www.samsungcnt.com
",error,Timeout Error
Cpc,"https://www.cpc.com.tw
",ok,-
Global-sei,"https://www.global-sei.com
",ok,-
X5,"https://www.x5.ru
",ok,-
Delta,"https://www.delta.com
",ok,-
Aa,"https://www.aa.com
",ok,-
Toshiba,"https://www.toshiba.co.jp
",ok,-
Netflix,"https://www.netflix.com
",ok,-
Metroag,"https://www.metroag.de
",ok,-
Paramount,"https://www.paramount.com
",ok,-
Bridgestone,"https://www.bridgestone.com
",ok,-
Usfoods,"https://www.usfoods.com
",ok,-
Danaher,"https://www.danaher.com
",ok,-
Gree,"https://www.gree.com
",ok,-
Holcim,"https://www.holcim.com
",ok,-
Medipal,"https://www.medipal.co.jp
",ok,-
Jabil,"https://www.jabil.com
",error,Timeout Error
Randstad,"https://www.randstad.com
",ok,-
Starbucks,"https://www.starbucks.com
",ok,-
Colesgroup,"https://www.colesgroup.com.au
",ok,-
Credit-suisse,"https://www.credit-suisse.com
",ok,-
Rwe,"https://www.rwe.com
",ok,-
Dsv,"https://www.dsv.com
",ok,-
Abb,"https://www.abb.com
",ok,-
Mondelezinternational,"https://www.mondelezinternational.com
",ok,-
Danone,"https://www.danone.com
",ok,-
Umicore,"https://www.umicore.com
",ok,-
